"","600639.SS.Open","600639.SS.High","600639.SS.Low","600639.SS.Close","600639.SS.Volume","600639.SS.Adjusted"
"2007-09-25",21.072701,21.1364,20.063601,20.281799,9616805,17.554432
"2007-09-26",20.181801,20.718201,19.4182,19.718201,8096824,17.066624
"2007-09-27",19.5455,19.827299,19.0091,19.190901,4814445,16.610229
"2007-09-28",19.272699,20.663601,19.272699,20.3909,10735204,17.648863
"2007-10-08",20.5,21.818199,20.181801,21.4182,15083237,18.538019
"2007-10-09",21.272699,22.181801,20.9636,21.563601,10820792,18.663868
"2007-10-10",21.563601,22.1455,20.700001,20.818199,11522042,18.018703
"2007-10-11",20.6,20.9909,19.8727,20.0182,5932786,17.326281
"2007-10-12",20,20.227301,18.072701,19.254601,9217926,16.665367
"2007-10-15",19.318199,19.781799,18.5818,19.1091,5071593,16.539431
"2007-10-16",19.181801,20.5909,19.1546,20.3818,6047367,17.640987
"2007-10-17",20.181801,21.181801,19.818199,20.6455,7077283,17.869226
"2007-10-18",20.6364,20.6455,19.281799,19.718201,4097124,17.066624
"2007-10-19",20.172701,20.9091,20.0273,20.6364,9091431,17.861349
"2007-10-22",20.5909,21.772699,20.200001,21.681801,13498980,18.766172
"2007-10-23",21.3636,21.790899,20.690901,21.700001,11111477,18.781923
"2007-10-24",21.754601,22.181801,20.727301,21.0182,11938839,18.191805
"2007-10-25",20.745399,21.1364,19.3545,19.4182,8830062,16.806965
"2007-10-26",18.9182,20.3454,18.9182,19.9,4409537,17.223974
"2007-10-29",20.299999,21.072701,19.200001,20.5182,6575252,17.759043
"2007-10-30",20.6,20.718201,19.681801,20.063601,4258608,17.365576
"2007-10-31",20.272699,22.072701,20.272699,22.072701,13809884,19.104507
"2007-11-01",22.3727,23,21.5546,22.172701,21270561,19.191057
"2007-11-02",21.5455,22.9091,21.4545,22.3727,12180194,19.364162
"2007-11-05",21.8909,23.218201,21.8909,22.6091,14762719,19.568775
"2007-11-06",22.4545,22.700001,21.227301,21.4454,10175060,18.561558
"2007-11-07",21.6455,22,20.827299,21.5546,4843258,18.656076
"2007-11-08",20.9545,21.3545,19.827299,19.9909,6770152,17.302654
"2007-11-09",20.0091,20.3636,19.4454,19.827299,5538482,17.161055
"2007-11-12",19.5364,20.4,19.0909,20.327299,4845573,17.593817
"2007-11-13",20.181801,21.272699,20.181801,20.4454,5085904,17.696033
"2007-11-14",20.5182,20.8727,20.172701,20.799999,3063518,18.002951
"2007-11-15",20.8909,20.8909,19.836399,19.9909,4429008,17.302654
"2007-11-16",19.6182,20.181801,18.0909,18.927299,9178888,16.382076
"2007-11-19",18.781799,19.254601,18.181801,19.072701,3689915,16.507923
"2007-11-20",18.818199,19.4454,18.6455,19.0909,2771562,16.52368
"2007-11-21",19.1182,19.727301,19,19.0455,2671012,16.484386
"2007-11-22",18.272699,18.8909,18.1364,18.236401,2182733,15.784086
"2007-11-23",18.072701,18.6364,18,18.5455,1263258,16.051619
"2007-11-26",18.818199,19.0455,18,18.0091,2012052,15.587353
"2007-11-27",18,18.3454,17.8454,18.190901,2512775,15.744705
"2007-11-28",18.281799,18.327299,16.781799,17.6273,2719668,15.256893
"2007-11-29",17.727301,18.0455,17.0091,17.9182,3999294,15.508674
"2007-11-30",17.8727,18.0364,17.0909,17.281799,2020709,14.957856
"2007-12-03",17.281799,17.281799,17.281799,17.281799,0,14.957856
"2007-12-04",17.8818,18.1364,17.272699,17.436399,2333946,15.091664
"2007-12-05",17.5273,17.9454,17.299999,17.9091,2196976,15.500798
"2007-12-06",17.9091,18.436399,17.9091,18.072701,2610191,15.642401
"2007-12-07",18.172701,18.336399,17.681801,18.245399,2144722,15.791879
"2007-12-10",17.827299,18.572701,17.681801,18.4636,2861179,15.980734
"2007-12-11",18.572701,18.6455,17.9545,18.318199,3322303,15.854885
"2007-12-12",18.1091,18.209101,17.4727,18.200001,4274154,15.752582
"2007-12-13",18.3454,19.063601,18.318199,18.3727,7561605,15.902055
"2007-12-14",18.0364,18.4091,17.736401,18.3454,1984288,15.87843
"2007-12-17",18.3818,18.3818,17.0455,17.1182,4357510,14.816257
"2007-12-18",17.1546,17.5273,17.0909,17.209101,2159787,14.894934
"2007-12-19",17.318199,17.727301,17.272699,17.5364,1748633,15.178217
"2007-12-20",17.5818,17.709101,17.163601,17.563601,2772886,15.201764
"2007-12-21",17.4091,17.836399,17.281799,17.772699,2963371,15.382743
"2007-12-24",17.809099,18.318199,17.4091,18.309099,4822147,15.847009
"2007-12-25",18.5273,18.9727,18.5,18.9545,6487971,16.405619
"2007-12-26",18.9091,19,18.6364,18.8909,3205590,16.350573
"2007-12-27",18.8909,20.0818,18.727301,19.9091,5653259,17.231852
"2007-12-28",19.9091,20.772699,19.772699,20.436399,10089793,17.688248
"2008-01-02",20.5455,21.181801,20.3636,20.9454,5670603,18.128798
"2008-01-03",21.0818,21.5,20.5909,20.6364,5339292,17.861349
"2008-01-04",20.5909,21.3636,20.181801,21.254601,5734842,18.396418
"2008-01-07",21.4,22.4545,21.209101,22.336399,10559560,19.332743
"2008-01-08",22.336399,22.5182,21.5273,21.572701,7258368,18.671743
"2008-01-09",21.4545,22.4,21.272699,22.0909,4627444,19.120262
"2008-01-10",22.1182,22.6364,21.709101,21.836399,3496307,18.899984
"2008-01-11",21.9,22.181801,21.436399,21.6182,3511739,18.711124
"2008-01-14",21.6364,22.9091,21.4454,22.681801,4811908,19.631701
"2008-01-15",22.690901,23.5455,22.5909,23.236401,4897277,20.111717
"2008-01-16",22.9818,23.1,22.254601,22.290899,3210136,19.293365
"2008-01-17",22.272699,22.272699,20.6182,21.236401,6057927,18.380669
"2008-01-18",21.227301,21.763599,20.927299,21.6364,1934672,18.726879
"2008-01-21",21.727301,21.818199,20,21.0546,3143709,18.22331
"2008-01-22",20.818199,20.818199,18.9454,19.1546,3269899,16.578815
"2008-01-23",19.190901,20.163601,19.181801,20.063601,2566766,17.365576
"2008-01-24",20.3636,20.4091,19.254601,20.3454,4492332,17.609482
"2008-01-25",20,22.0818,20,21.763599,5793530,18.836967
"2008-01-28",21.763599,21.772699,20.181801,20.9182,4243846,18.105251
"2008-01-29",21.072701,21.709101,20.9091,21.309099,3425395,18.443588
"2008-01-30",21.3636,21.9636,21.0091,21.718201,3681946,18.797678
"2008-01-31",21.818199,21.818199,21.163601,21.4909,3095039,18.600943
"2008-02-01",21.4909,21.818199,19.8909,20.727301,3444253,17.940025
"2008-02-04",20.9818,22.181801,20.9818,21.8818,5554794,18.939278
"2008-02-05",21.772699,22.9545,21.4182,22.4454,7010060,19.427088
"2008-02-13",22.181801,23.181801,21.727301,22.4909,8676951,19.466467
"2008-02-14",22.5455,22.8636,22.1546,22.436399,4004282,19.419298
"2008-02-15",22.181801,22.5909,20.772699,21.5818,4443311,18.679619
"2008-02-18",21.754601,22.263599,21.3636,21.727301,3574591,18.805555
"2008-02-19",21.799999,22.6,21.5273,22.5909,4396404,19.553022
"2008-02-20",22.6091,23.1546,22.1364,22.427299,9459780,19.411421
"2008-02-21",22.181801,23.4545,21.709101,23.3818,11563734,20.237566
"2008-02-22",23.4091,23.9091,22.5,23.8454,16765396,20.638828
"2008-02-25",24.0818,24.0818,21.4636,21.6455,10084370,18.734751
"2008-02-26",22.272699,22.5364,20.181801,20.790899,8825668,17.995073
"2008-02-27",20.9091,21.336399,20.6273,21.0091,3933193,18.183931
"2008-02-28",21.0546,21.6,20.727301,21.218201,5611754,18.364914
"2008-02-29",21.1273,21.1273,20.4091,20.5364,5071353,17.774797
"2008-03-03",20.5455,21.318199,19.3727,21.227301,6582050,18.372791
"2008-03-04",21.227301,21.4182,20.309099,20.681801,5194149,17.900644
"2008-03-05",20.781799,20.781799,19.736401,20.272699,2938652,17.54656
"2008-03-06",20.318199,20.790899,19.8909,20.245399,2472828,17.52293
"2008-03-07",20,20.8818,19.8909,20.4818,2517952,17.727541
"2008-03-10",20.4091,20.4545,19.772699,19.781799,2159897,17.121675
"2008-03-11",19.5,20.1364,19.318199,19.772699,2811988,17.113794
"2008-03-12",20.1364,20.3636,18.0818,18.272699,3380309,15.815502
"2008-03-13",18.072701,18.5,17.5546,18.1,2797115,15.666031
"2008-03-14",18.190901,18.4454,17.799999,18,775763,15.579474
"2008-03-17",18,18,18,18,0,15.579474
"2008-03-18",16.6364,17.263599,16.200001,16.200001,3922113,14.021528
"2008-03-19",16.3636,16.9091,15.8182,16.3545,2977065,14.155252
"2008-03-20",16.3545,17.272699,14.7182,16.8545,3715331,14.588016
"2008-03-21",16.6364,17.3818,16.5455,16.8909,2457847,14.619518
"2008-03-24",16.9909,17.254601,15.6364,15.6727,2060454,13.565136
"2008-03-25",15.3636,16.709101,15.0909,16.236401,5051075,14.053034
"2008-03-26",16.3545,16.663601,15.7091,15.9091,1613279,13.769748
"2008-03-27",15.6727,16.0909,14.8909,15.2455,1888184,13.195385
"2008-03-28",15.2727,16.190901,14.6454,15.9545,2939120,13.809043
"2008-03-31",15.3818,15.8364,15.0909,15.5546,2324526,13.462918
"2008-04-01",15.7182,15.7727,14,14.2727,3177397,12.353399
"2008-04-02",14.3364,14.5636,12.8455,12.8455,2091128,11.118118
"2008-04-03",12.5455,13.4545,11.8182,13.1454,2909486,11.377691
"2008-04-07",13.1454,13.9091,12.7364,13.7727,4930592,11.920636
"2008-04-08",13.7727,14.5364,13.5455,14.3455,4711685,12.416409
"2008-04-09",14.3546,14.6909,13.2273,13.2636,4827831,11.479996
"2008-04-10",12.8182,13.8182,12.4545,13.7091,2365420,11.865588
"2008-04-11",13.7727,14.0727,13.6454,13.6818,1597857,11.84196
"2008-04-14",13.4364,13.6364,12.3182,12.5364,2196053,10.850585
"2008-04-15",12.5,12.5818,11.8182,12.4454,5046439,10.771824
"2008-04-16",12.4909,12.4909,12,12.1454,1878436,10.512164
"2008-04-17",12.1454,12.4182,11.3636,11.6364,2021758,10.071611
"2008-04-18",11.3818,11.8,11.0909,11.3636,1793915,9.835496
"2008-04-21",12.1818,12.4273,10.2273,10.2273,5019729,8.851998
"2008-04-22",9.9,10.3636,9.59091,10,4425143,8.655265
"2008-04-23",9.98182,10.7636,9.81818,10.6545,3561683,9.221751
"2008-04-24",11.7091,11.7182,11.1454,11.7091,10400152,10.134535
"2008-04-25",11.7091,12.6091,11.2273,12.0091,7525577,10.394195
"2008-04-28",11.9545,11.9545,11.3818,11.7273,4187027,10.150286
"2008-04-29",12,12.2818,11.8909,12.0909,5375106,10.464995
"2008-04-30",12.2273,12.8636,12.1364,12.7727,5403380,11.05511
"2008-05-05",12.9091,13.3636,12.9091,13.2182,5233537,11.440701
"2008-05-06",13.2091,13.2091,12.6182,12.7636,3764895,11.047234
"2008-05-07",12.6818,12.9,11.8273,11.8818,3510536,10.284011
"2008-05-08",11.8182,13.0636,11.5727,13.0546,6099308,11.299101
"2008-05-09",12.8182,13.5182,12.2091,12.6091,5619332,10.913511
"2008-05-12",12.2636,12.8455,11.9818,12.5909,3878267,10.897758
"2008-05-13",12.1,12.6364,11.8909,12.3727,2521786,10.7089
"2008-05-14",12.3636,13.2364,12.2727,13.1818,4245767,11.409194
"2008-05-15",13.2636,13.8636,13.2091,13.2636,7218400,11.479996
"2008-05-16",13.2818,13.6364,12.9545,13.0909,3514807,11.33052
"2008-05-19",13.0546,13.1727,12.7818,13.1364,1682993,11.369901
"2008-05-20",13.1364,13.2636,12.2545,12.3636,2756709,10.701023
"2008-05-21",12.1818,12.4545,11.6818,12.3455,3653444,10.685357
"2008-05-22",12.2727,12.3818,11.7273,11.8182,1721542,10.228966
"2008-05-23",11.8455,12.3091,11.5455,11.8636,1346560,10.268259
"2008-05-26",11.8455,11.8455,11.2727,11.5182,975305,9.969306
"2008-05-27",11.5182,11.8091,11.5182,11.7091,786158,10.134535
"2008-05-28",11.7273,12.3182,11.7091,12.1273,2648307,10.496499
"2008-05-29",12.3636,12.3636,11.6091,11.6182,1694333,10.055859
"2008-05-30",11.7273,11.9545,11.3182,11.8636,1126217,10.268259
"2008-06-02",11.9454,11.9454,11.3727,11.7091,784347,10.134535
